# Only Scattering events that has return times
# All data corresponds to the unified Phase=Time*angfreq. KE is unit of Up. A and P are unit of A0 and all are at the polarization axis. dt=0.01au
# BornPhase	ReturnPhaser	KE_scatter	KE_backscatter	A_birth	A_scatter	P_scatter	P_backscatter
2.546383894925784652e+00 4.354799210982887914e+00 4.569947390526988285e-01 3.276620780690454870e-02 -8.280314697362555210e-01 -3.500174850806291316e-01 -4.780139846556263894e-01 1.279964995749972578e-01
2.546535772767543282e+00 4.354477058788638111e+00 4.565806621999591308e-01 3.250134916501698501e-02 -8.281166153010656172e-01 -3.503192407792087293e-01 -4.777973745218568880e-01 1.274781337426481587e-01
2.546687650609301912e+00 4.354155011272822229e+00 4.561669932642959946e-01 3.223769213203584588e-02 -8.282017417638102286e-01 -3.506208620877620530e-01 -4.775808796760481756e-01 1.269600175882861226e-01
2.546839528451060541e+00 4.353832782805329593e+00 4.557532212208407763e-01 3.197496459985590955e-02 -8.282868491225257035e-01 -3.509226164757757727e-01 -4.773642326467499308e-01 1.264416161709741582e-01
2.546991406292819615e+00 4.353510646481081992e+00 4.553398346580593281e-01 3.171342602027770602e-02 -8.283719373752489457e-01 -3.512242481541549832e-01 -4.771476892210939624e-01 1.259234410669389792e-01
2.547143284134578245e+00 4.353188508516851130e+00 4.549266658089958781e-01 3.145298690255381863e-02 -8.284570065200169697e-01 -3.515258449206746794e-01 -4.769311615993422904e-01 1.254053166786676110e-01
2.547295161976336431e+00 4.352866369558980431e+00 4.545137158432733804e-01 3.119364756667852151e-02 -8.285420565548674565e-01 -3.518274061384609186e-01 -4.767146504164065379e-01 1.248872442779456193e-01
2.547447039818095060e+00 4.352544448638930419e+00 4.541013755087042192e-01 3.093561168863055016e-02 -8.286270874778388640e-01 -3.521287267730489057e-01 -4.764983607047899583e-01 1.243696339317410526e-01
2.547598917659854134e+00 4.352222309610769280e+00 4.536888665439948176e-01 3.067847194126638311e-02 -8.287120992869700942e-01 -3.524302150293411873e-01 -4.762818842576289069e-01 1.238516692282877196e-01
2.547750795501612764e+00 4.351900226323845544e+00 4.532766775937753789e-01 3.042248346175474918e-02 -8.287970919802994940e-01 -3.527316145542550019e-01 -4.760654774260444921e-01 1.233338628717894903e-01
2.547902673343370950e+00 4.351578170343842977e+00 4.528647578599725998e-01 3.016761913859734162e-02 -8.288820655558666317e-01 -3.530329519389698856e-01 -4.758491136168967461e-01 1.228161616779268606e-01
2.548054551185130023e+00 4.351256125033142297e+00 4.524530776570648283e-01 2.991386311091915468e-02 -8.289670200117120746e-01 -3.533342427259867358e-01 -4.756327772857253389e-01 1.222985345597386031e-01
2.548206429026888653e+00 4.350934090387491793e+00 4.520416369549271063e-01 2.966121494066407266e-02 -8.290519553458755020e-01 -3.536354868916752880e-01 -4.754164684542002139e-01 1.217809815625249259e-01
2.548358306868647283e+00 4.350612066402637090e+00 4.516304357233515421e-01 2.940967418945726955e-02 -8.291368715563980363e-01 -3.539366844124157696e-01 -4.752001871439822667e-01 1.212635027315664971e-01
2.548510184710405913e+00 4.350290053074324703e+00 4.512194739320509185e-01 2.915924041860819271e-02 -8.292217686413208000e-01 -3.542378352645954576e-01 -4.749839333767253424e-01 1.207460981121298849e-01
2.548662062552164542e+00 4.349968050398305586e+00 4.508087515506662979e-01 2.890991318911423705e-02 -8.293066465986856928e-01 -3.545389394246055148e-01 -4.747677071740801780e-01 1.202287677494746632e-01
2.548813940393923172e+00 4.349646058370326251e+00 4.503982685487498139e-01 2.866169206165273403e-02 -8.293915054265345033e-01 -3.548399968688491501e-01 -4.745515085576853531e-01 1.197115116888362030e-01
2.548965818235682246e+00 4.349324076986136767e+00 4.499880248957818796e-01 2.841457659658909798e-02 -8.294763451229104634e-01 -3.551410075737342353e-01 -4.743353375491762280e-01 1.191943299754419927e-01
2.549117696077440431e+00 4.349002106241491639e+00 4.495780205611674685e-01 2.816856635397658667e-02 -8.295611656858554728e-01 -3.554419715156724169e-01 -4.741191941701830559e-01 1.186772226545106390e-01
2.549269573919199061e+00 4.348680146132139157e+00 4.491682555142248456e-01 2.792366089354900507e-02 -8.296459671134139846e-01 -3.557428886710889970e-01 -4.739030784423249876e-01 1.181601897712359905e-01
2.549421451760958135e+00 4.348358196653829388e+00 4.487587297241929507e-01 2.767985977472628076e-02 -8.297307494036296749e-01 -3.560437590164157728e-01 -4.736869903872139020e-01 1.176432313707981292e-01
2.549573329602716765e+00 4.348036257802315063e+00 4.483494431602362273e-01 2.743716255661656292e-02 -8.298155125545466637e-01 -3.563445825280897039e-01 -4.734709300264569598e-01 1.171263474983672559e-01
2.549725207444474950e+00 4.347714329573351577e+00 4.479403957914434020e-01 2.719556879801587543e-02 -8.299002565642094043e-01 -3.566453591825534675e-01 -4.732548973816559368e-01 1.166095381991024693e-01
2.549877085286234024e+00 4.347392411962685443e+00 4.475315875868107751e-01 2.695507805739946403e-02 -8.299849814306641260e-01 -3.569460889562657835e-01 -4.730388924743983425e-01 1.160928035181325590e-01
2.550028963127992654e+00 4.347070504966075610e+00 4.471230185152735848e-01 2.671568989293895968e-02 -8.300696871519556153e-01 -3.572467718256817082e-01 -4.728229153262739071e-01 1.155761435005921989e-01
2.550180840969751284e+00 4.346748608579271256e+00 4.467146885456722005e-01 2.647740386248474340e-02 -8.301543737261303235e-01 -3.575474077672734508e-01 -4.726069659588568728e-01 1.150595581915834220e-01
2.550332718811509913e+00 4.346426722798027775e+00 4.463065976467781026e-01 2.624021952357951867e-02 -8.302390411512347024e-01 -3.578479967575152187e-01 -4.723910443937194836e-01 1.145430476362042649e-01
2.550484596653268543e+00 4.346104847618097011e+00 4.458987457872771176e-01 2.600413643345024853e-02 -8.303236894253157585e-01 -3.581485387728925440e-01 -4.721751506524232145e-01 1.140266118795306705e-01
2.550636474495027173e+00 4.345782983035231695e+00 4.454911329357774119e-01 2.576915414901235005e-02 -8.304083185464209427e-01 -3.584490337898980084e-01 -4.719592847565229343e-01 1.135102509666249260e-01
2.550788352336786247e+00 4.345461129045187221e+00 4.450837590608128780e-01 2.553527222687151238e-02 -8.304929285125982608e-01 -3.587494817850295781e-01 -4.717434467275686827e-01 1.129939649425391046e-01
2.550940230178544876e+00 4.345139285643718985e+00 4.446766241308371947e-01 2.530249022332135486e-02 -8.305775193218957186e-01 -3.590498827347932131e-01 -4.715276365871025055e-01 1.124777538523092923e-01
2.551092108020303062e+00 4.344817452826582382e+00 4.442697281142255483e-01 2.507080769434412090e-02 -8.306620909723619883e-01 -3.593502366157027561e-01 -4.713118543566592322e-01 1.119616177409564761e-01
2.551243985862061692e+00 4.344495630589528368e+00 4.438630709792670270e-01 2.484022419560739589e-02 -8.307466434620467410e-01 -3.596505434042840954e-01 -4.710961000577626456e-01 1.114455566534785502e-01
2.551395863703820766e+00 4.344173818928315001e+00 4.434566526941837172e-01 2.461073928247365511e-02 -8.308311767889996480e-01 -3.599508030770643408e-01 -4.708803737119353072e-01 1.109295706348709665e-01
2.551547741545579395e+00 4.343852114735746284e+00 4.430506434024131246e-01 2.438243235321089358e-02 -8.309156909512701583e-01 -3.602509252196439693e-01 -4.706647657316261890e-01 1.104138405119822197e-01
2.551699619387337581e+00 4.343530224036583398e+00 4.426445267892400448e-01 2.415506074326823766e-02 -8.310001859469090535e-01 -3.605511840406237511e-01 -4.704490019062853023e-01 1.098978178656615512e-01
2.551851497229096655e+00 4.343208428186166259e+00 4.422387969891650727e-01 2.392885596013136218e-02 -8.310846617739677811e-01 -3.608513170454356600e-01 -4.702333447285321211e-01 1.093820276830964611e-01
2.552003375070855284e+00 4.342886630273588899e+00 4.418332838166310617e-01 2.370373785628379637e-02 -8.311691184304972335e-01 -3.611514146061460262e-01 -4.700177038243512073e-01 1.088662892182051811e-01
2.552155252912613914e+00 4.342564830958314026e+00 4.414279884410973742e-01 2.347970667134600953e-02 -8.312535559145493025e-01 -3.614514760760829670e-01 -4.698020798384663355e-01 1.083506037623833684e-01
2.552307130754372544e+00 4.342243248769813491e+00 4.410232935489204475e-01 2.325693785730308105e-02 -8.313379742241763237e-01 -3.617512976942089398e-01 -4.695866765299673840e-01 1.078353788357584442e-01
2.552459008596131174e+00 4.341921448605323697e+00 4.406184370028994879e-01 2.303508030817392332e-02 -8.314223733574311881e-01 -3.620512850898965906e-01 -4.693710882675345974e-01 1.073198031776380068e-01
2.552610886437889803e+00 4.341599705831876932e+00 4.402139011206793739e-01 2.281435557794461721e-02 -8.315067533123668975e-01 -3.623511815023971461e-01 -4.691555718099697514e-01 1.068043903075726053e-01
2.552762764279648877e+00 4.341277989161947737e+00 4.398096310407794141e-01 2.259473787518104931e-02 -8.315911140870373419e-01 -3.626510160783580905e-01 -4.689400980086792514e-01 1.062890819303211609e-01
2.552914642121407063e+00 4.340956283025689366e+00 4.394055994890753714e-01 2.237621429480655955e-02 -8.316754556794959674e-01 -3.629508033039913206e-01 -4.687246523755046468e-01 1.057738490715133262e-01
2.553066519963165693e+00 4.340634587418893631e+00 4.390018064329830882e-01 2.215878438880634904e-02 -8.317597780877978852e-01 -3.632505431558794573e-01 -4.685092349319184279e-01 1.052586917760389706e-01
2.553218397804924766e+00 4.340312902337354117e+00 4.385982518398418017e-01 2.194244770885873941e-02 -8.318440813099979847e-01 -3.635502356106113941e-01 -4.682938456993865906e-01 1.047436100887751964e-01
2.553370275646683396e+00 4.339991227776868854e+00 4.381949356769197501e-01 2.172720380633777829e-02 -8.319283653441513771e-01 -3.638498806447797440e-01 -4.680784846993716330e-01 1.042286040545918890e-01
2.553522153488441582e+00 4.339669563733235869e+00 4.377918579114071229e-01 2.151305223231012378e-02 -8.320126301883137288e-01 -3.641494782349850023e-01 -4.678631519533287264e-01 1.037136737183437241e-01
2.553674031330200656e+00 4.339347910202248748e+00 4.373890185104098438e-01 2.129999253753226546e-02 -8.320968758405421495e-01 -3.644490283578397105e-01 -4.676478474827024390e-01 1.031988191248627285e-01
2.553825909171959285e+00 4.339026267179708185e+00 4.369864174409648916e-01 2.108802427245865321e-02 -8.321811022988925277e-01 -3.647485309899576866e-01 -4.674325713089348411e-01 1.026840403189771544e-01
2.553977787013717915e+00 4.338704634661413984e+00 4.365840546700314739e-01 2.087714698723686091e-02 -8.322653095614221952e-01 -3.650479861079614641e-01 -4.672173234534607311e-01 1.021693373454992670e-01
2.554129664855476545e+00 4.338383012643164172e+00 4.361819301644878633e-01 2.066736023170692715e-02 -8.323494976261890388e-01 -3.653473936884830686e-01 -4.670021039377059702e-01 1.016547102492229016e-01
2.554281542697235174e+00 4.338061401120759442e+00 4.357800438911378915e-01 2.045866355540469986e-02 -8.324336664912508343e-01 -3.656467537081599106e-01 -4.667869127830909237e-01 1.011401590749310131e-01
2.554433420538993804e+00 4.337739800089996933e+00 4.353783958167015689e-01 2.025105650755768677e-02 -8.325178161546661348e-01 -3.659460661436407247e-01 -4.665717500110254101e-01 1.006256838673846854e-01
2.554585298380752878e+00 4.337418209546677339e+00 4.349769859078280732e-01 2.004453863709090844e-02 -8.326019466144941594e-01 -3.662453309715786309e-01 -4.663566156429155285e-01 1.001112846713368976e-01
2.554737176222511508e+00 4.337096629486603128e+00 4.345758141310900324e-01 1.983910949262519124e-02 -8.326860578687937942e-01 -3.665445481686330775e-01 -4.661415097001607166e-01 9.959696153152763909e-02
2.554889054064269693e+00 4.336775059905576768e+00 4.341748804529831363e-01 1.963476862247668167e-02 -8.327701499156248133e-01 -3.668437177114713954e-01 -4.659264322041534179e-01 9.908271449268202247e-02
2.555040931906028323e+00 4.336453500799393623e+00 4.337741848399142008e-01 1.943151557465204113e-02 -8.328542227530479902e-01 -3.671428395767752928e-01 -4.657113831762726974e-01 9.856854359949740463e-02
2.555192809747787397e+00 4.336131952163854386e+00 4.333737272582202649e-01 1.922934989685734508e-02 -8.329382763791239874e-01 -3.674419137412295311e-01 -4.654963626378944563e-01 9.805444889666492525e-02
2.555344687589546027e+00 4.335810413994763302e+00 4.329735076741667021e-01 1.902827113649726773e-02 -8.330223107919135783e-01 -3.677409401815233125e-01 -4.652813706103902658e-01 9.754043042886695325e-02
2.555496565431304212e+00 4.335488886287921062e+00 4.325735260539352312e-01 1.882827884067026641e-02 -8.331063259894782025e-01 -3.680399188743570527e-01 -4.650664071151211498e-01 9.702648824076409717e-02
2.555648443273063286e+00 4.335167369039124807e+00 4.321737823636258025e-01 1.862937255616925122e-02 -8.331903219698806318e-01 -3.683388497964423247e-01 -4.648514721734383071e-01 9.651262237699598234e-02
2.555800321114821916e+00 4.334845862244180559e+00 4.317742765692737517e-01 1.843155182948998452e-02 -8.332742987311827498e-01 -3.686377329244902579e-01 -4.646365658066924920e-01 9.599883288220223410e-02
2.555952198956580546e+00 4.334524365898889009e+00 4.313750086368292047e-01 1.823481620682181753e-02 -8.333582562714476616e-01 -3.689365682352249154e-01 -4.644216880362227462e-01 9.548511980099783081e-02
2.556104076798339175e+00 4.334202879999050850e+00 4.309759785321647385e-01 1.803916523405168365e-02 -8.334421945887386940e-01 -3.692353557053780211e-01 -4.642068388833606729e-01 9.497148317798265182e-02
2.556255954640097805e+00 4.333881404540472104e+00 4.305771862210844847e-01 1.784459845676794262e-02 -8.335261136811195071e-01 -3.695340953116843519e-01 -4.639920183694351552e-01 9.445792305775080333e-02
2.556407832481856435e+00 4.333560039447179157e+00 4.301788039034780131e-01 1.765118519710362141e-02 -8.336100135466546490e-01 -3.698326941877418395e-01 -4.637773193589128096e-01 9.394462517117097011e-02
2.556559710323615509e+00 4.333238482264655467e+00 4.297803102507486983e-01 1.745871381856486937e-02 -8.336938941834088901e-01 -3.701314333160794501e-01 -4.635624608673294400e-01 9.343102755124998993e-02
2.556711588165373694e+00 4.332917022887549763e+00 4.293822049202538627e-01 1.726738640182438195e-02 -8.337777555894466675e-01 -3.704300433256145775e-01 -4.633477122638320900e-01 9.291766893821751250e-02
2.556863466007132324e+00 4.332595561004179530e+00 4.289843150291378637e-01 1.707713260095204341e-02 -8.338615977628341946e-01 -3.707286173840136922e-01 -4.631329803788205024e-01 9.240436299480681015e-02
2.557015343848891398e+00 4.332274097287501569e+00 4.285866417466820955e-01 1.688795257354813381e-02 -8.339454207016376852e-01 -3.710271548346046888e-01 -4.629182658670329964e-01 9.189111103242830758e-02
2.557167221690650027e+00 4.331952849765931646e+00 4.281895597617436655e-01 1.669999399813866872e-02 -8.340292244039229086e-01 -3.713254532059005464e-01 -4.627037711980223622e-01 9.137831799212181583e-02
2.557319099532408213e+00 4.331631384379163840e+00 4.277923229333795430e-01 1.651296108417244987e-02 -8.341130088677569665e-01 -3.716239155188545418e-01 -4.624890933489024247e-01 9.086517783004788296e-02
2.557470977374167287e+00 4.331309976224220648e+00 4.273954041216209698e-01 1.632704062719819715e-02 -8.341967740912077378e-01 -3.719222863019609471e-01 -4.622744877892467907e-01 9.035220148728584366e-02
2.557622855215925917e+00 4.330988594547725334e+00 4.269987504004169598e-01 1.614221111081423632e-02 -8.342805200723425463e-01 -3.722205940884844022e-01 -4.620599259838581441e-01 8.983933189537374187e-02
2.557774733057684546e+00 4.330667223270791233e+00 4.266023341270204772e-01 1.595846122940637948e-02 -8.343642468092296038e-01 -3.725188537787152976e-01 -4.618453930305143063e-01 8.932653925179900867e-02
2.557926610899443176e+00 4.330345862389257228e+00 4.262061552664460073e-01 1.577579052527667419e-02 -8.344479542999377886e-01 -3.728170653494441433e-01 -4.616308889504936452e-01 8.881382360104950191e-02
2.558078488741201806e+00 4.330024511898966644e+00 4.258102137836383694e-01 1.559419854043074365e-02 -8.345316425425362006e-01 -3.731152287774652243e-01 -4.614164137650709763e-01 8.830118498760575196e-02
2.558230366582960436e+00 4.329703171795763694e+00 4.254145096434672202e-01 1.541368481657579177e-02 -8.346153115350942731e-01 -3.734133440395797643e-01 -4.612019674955145088e-01 8.778862345593474448e-02
2.558382244424719509e+00 4.329381842075489928e+00 4.250190428107223917e-01 1.523424889511880952e-02 -8.346989612756825494e-01 -3.737114111125993121e-01 -4.609875501630832373e-01 8.727613905048392517e-02
2.558534122266478139e+00 4.329060522733993999e+00 4.246238132501266027e-01 1.505589031717248678e-02 -8.347825917623706848e-01 -3.740094299733366934e-01 -4.607731617890339915e-01 8.676373181569729809e-02
2.558686000108236325e+00 4.328739213767121008e+00 4.242288209263221921e-01 1.487860862354944969e-02 -8.348662029932297779e-01 -3.743074005986157804e-01 -4.605588023946139975e-01 8.625140179599821710e-02
2.558837877949994954e+00 4.328417915170714281e+00 4.238340658038722841e-01 1.470240335476333086e-02 -8.349497949663315932e-01 -3.746053229652700489e-01 -4.603444720010615443e-01 8.573914903579149538e-02
2.558989755791754028e+00 4.328096626940619807e+00 4.234395478472675611e-01 1.452727405103186945e-02 -8.350333676797480065e-01 -3.749031970501382482e-01 -4.601301706296097582e-01 8.522697357947150998e-02
2.559141633633512658e+00 4.327775349072689792e+00 4.230452670209320365e-01 1.435322025227921128e-02 -8.351169211315506713e-01 -3.752010228300611816e-01 -4.599158983014894897e-01 8.471487547142830810e-02
2.559293511475270844e+00 4.327454081562768451e+00 4.226512232892009058e-01 1.418024149812764645e-02 -8.352004553198123515e-01 -3.754988002818949178e-01 -4.597016550379174338e-01 8.420285475602251601e-02
2.559445389317029917e+00 4.327132824406700884e+00 4.222574166163357012e-01 1.400833732790355071e-02 -8.352839702426068103e-01 -3.757965293825025199e-01 -4.594874408601042903e-01 8.369091147760177041e-02
2.559597267158788547e+00 4.326811577600333969e+00 4.218638469665226265e-01 1.383750728063761273e-02 -8.353674658980069223e-01 -3.760942101087531575e-01 -4.592732557892537648e-01 8.317904568050060732e-02
2.559749145000547177e+00 4.326490341139517248e+00 4.214705143038781077e-01 1.366775089506632249e-02 -8.354509422840870059e-01 -3.763918424375214400e-01 -4.590590998465655659e-01 8.266725740904412589e-02
2.559901022842305807e+00 4.326169115020099376e+00 4.210774185924404112e-01 1.349906770962968142e-02 -8.355343993989214901e-01 -3.766894263456905811e-01 -4.588449730532309090e-01 8.215554670754032784e-02
2.560052900684064436e+00 4.325847899237923677e+00 4.206845597961630934e-01 1.333145726246898373e-02 -8.356178372405853594e-01 -3.769869618101565067e-01 -4.586308754304288526e-01 8.164391362027234589e-02
2.560204778525823066e+00 4.325526693788838806e+00 4.202919378789323757e-01 1.316491909143344304e-02 -8.357012558071537089e-01 -3.772844488078180292e-01 -4.584168069993356798e-01 8.113235819151765060e-02
2.560356656367582140e+00 4.325205498668692528e+00 4.198995528045582626e-01 1.299945273407697270e-02 -8.357846550967028554e-01 -3.775818873155826760e-01 -4.582027677811201793e-01 8.062088046553750331e-02
2.560508534209340326e+00 4.324884313873334385e+00 4.195074045367761517e-01 1.283505772765957537e-02 -8.358680351073082271e-01 -3.778792773103639702e-01 -4.579887577969442569e-01 8.010948048658028675e-02
2.560660412051098955e+00 4.324563139398607703e+00 4.191154930392372857e-01 1.267173360914356818e-02 -8.359513958370471398e-01 -3.781766187690891456e-01 -4.577747770679579942e-01 7.959815829886884853e-02
2.560812289892858029e+00 4.324241975240362024e+00 4.187238182755271820e-01 1.250947991520079926e-02 -8.360347372839967983e-01 -3.784739116686873794e-01 -4.575608256153094189e-01 7.908691394662203944e-02
2.560964167734616659e+00 4.323920821394447778e+00 4.183323802091560295e-01 1.234829618220962058e-02 -8.361180594462341853e-01 -3.787711559860948429e-01 -4.573469034601393424e-01 7.857574747404449944e-02
2.561116045576374844e+00 4.323599677856715395e+00 4.179411788035596875e-01 1.218818194625506147e-02 -8.362013623218375047e-01 -3.790683516982555901e-01 -4.571330106235819146e-01 7.806465892532632456e-02
2.561267923418133918e+00 4.323278647689924092e+00 4.175503883136332250e-01 1.202919590878062661e-02 -8.362846459088858486e-01 -3.793654034197818659e-01 -4.569192424891039828e-01 7.755383906932211691e-02
2.561419801259892548e+00 4.322957419754935415e+00 4.171594825590825284e-01 1.187115900542733311e-02 -8.363679102054574210e-01 -3.796625990040862764e-01 -4.567053112013711447e-01 7.704271219728486830e-02
2.561571679101651178e+00 4.322636292919107781e+00 4.167689669373021988e-01 1.171424244090502401e-02 -8.364511552096318692e-01 -3.799596618949687699e-01 -4.564914933146630993e-01 7.653183141969432945e-02
2.561723556943409807e+00 4.322315163109886171e+00 4.163786654666531972e-01 1.155838616293957712e-02 -8.365343809194887292e-01 -3.802566883535178910e-01 -4.562776925659708382e-01 7.602100421245294726e-02
2.561875434785168437e+00 4.321994031014128268e+00 4.159885793162555467e-01 1.140359024542943016e-02 -8.366175873331086477e-01 -3.805536777128364911e-01 -4.560639096202721565e-01 7.551023190743566538e-02
2.562027312626927067e+00 4.321673114160104134e+00 4.155990752433446067e-01 1.124997505047208718e-02 -8.367007744485719378e-01 -3.808504288068555454e-01 -4.558503456417163924e-01 7.499991683486084693e-02
2.562179190468686141e+00 4.321351979529301168e+00 4.152094229714951568e-01 1.109729918404445126e-02 -8.367839422639602454e-01 -3.811473420157497349e-01 -4.556366002482105104e-01 7.448925823246077549e-02
2.562331068310444770e+00 4.321030900120373275e+00 4.148200828817760200e-01 1.094571416851129568e-02 -8.368670907773544387e-01 -3.814441648712380006e-01 -4.554229259061164381e-01 7.397876103487843746e-02
2.562482946152202956e+00 4.320709849169027450e+00 4.144310097644917090e-01 1.079520448126574522e-02 -8.369502199868367187e-01 -3.817409221004184894e-01 -4.552092978864182293e-01 7.346837578599973995e-02
2.562634823993961586e+00 4.320388808484624477e+00 4.140421729386331573e-01 1.064575963597090731e-02 -8.370333298904899522e-01 -3.820376304939829271e-01 -4.549956993965070251e-01 7.295806890252409804e-02
2.562786701835720660e+00 4.320067778063054753e+00 4.136535723668762210e-01 1.049737916552103377e-02 -8.371164204863971170e-01 -3.823342900289239954e-01 -4.547821304574731216e-01 7.244784042854912620e-02
2.562938579677479289e+00 4.319746757900207790e+00 4.132652080118189297e-01 1.035006260251908165e-02 -8.371994917726410801e-01 -3.826309006822430914e-01 -4.545685910903979887e-01 7.193769040815489735e-02
2.563090457519237475e+00 4.319425747991977538e+00 4.128770798359929772e-01 1.020380947928026423e-02 -8.372825437473055965e-01 -3.829274624309451647e-01 -4.543550813163604318e-01 7.142761888541526716e-02
2.563242335360996549e+00 4.319104748334247290e+00 4.124891878018386304e-01 1.005861932782428116e-02 -8.373655764084756425e-01 -3.832239752520529286e-01 -4.541416011564227140e-01 7.091762590436978542e-02
2.563394213202755179e+00 4.318783758922913663e+00 4.121015318717412557e-01 9.914491679887822359e-03 -8.374485897542351953e-01 -3.835204391225844334e-01 -4.539281506316507619e-01 7.040771150906632858e-02
2.563546091044513808e+00 4.318462779753867942e+00 4.117141120080040073e-01 9.771426066915488498e-03 -8.375315837826696752e-01 -3.838168540195706080e-01 -4.537147297630990672e-01 6.989787574352845922e-02
2.563697968886272438e+00 4.318141810823003190e+00 4.113269281728583193e-01 9.629422020063661131e-03 -8.376145584918646136e-01 -3.841132199200483210e-01 -4.535013385718162926e-01 6.938811865176797156e-02
2.563849846728031068e+00 4.317820852126211584e+00 4.109399803284592978e-01 9.488479070199352591e-03 -8.376975138799060971e-01 -3.844095368010631564e-01 -4.532879770788429408e-01 6.887844027777978440e-02
2.564001724569789697e+00 4.317499903659384408e+00 4.105532684368860541e-01 9.348596747900552936e-03 -8.377804499448805453e-01 -3.847058046396692466e-01 -4.530746453052112988e-01 6.836884066554205219e-02
2.564153602411548771e+00 4.317178965418415615e+00 4.101667924601482551e-01 9.209774583458400082e-03 -8.378633666848751549e-01 -3.850020234129260532e-01 -4.528613432719491017e-01 6.785931985902304842e-02
2.564305480253306957e+00 4.316858037399204484e+00 4.097805523601882882e-01 9.072012106878439217e-03 -8.379462640979765675e-01 -3.852981930978958136e-01 -4.526480710000807539e-01 6.734987790218494030e-02
2.564457358095065587e+00 4.316537119597634309e+00 4.093945480988500640e-01 8.935308847870851098e-03 -8.380291421822734232e-01 -3.855943136716634689e-01 -4.524348285106099543e-01 6.684051483894648538e-02
2.564609235936824660e+00 4.316216212009602593e+00 4.090087796379255347e-01 8.799664335865377621e-03 -8.381120009358538070e-01 -3.858903851113083538e-01 -4.522216158245454531e-01 6.633123071323709929e-02
2.564761113778583290e+00 4.315895314631003288e+00 4.086232469391258282e-01 8.665078100002700234e-03 -8.381948403568060257e-01 -3.861864073939210162e-01 -4.520084329628850095e-01 6.582202556896399326e-02
2.564912991620341476e+00 4.315574427457730344e+00 4.082379499640885756e-01 8.531549669136773151e-03 -8.382776604432192746e-01 -3.864823804965997756e-01 -4.517952799466194991e-01 6.531289945001972352e-02
2.565064869462100550e+00 4.315253550485672385e+00 4.078528886743700288e-01 8.399078571832731266e-03 -8.383604611931838591e-01 -3.867783043964554412e-01 -4.515821567967284178e-01 6.480385240027297655e-02
2.565216747303859179e+00 4.314932683710726913e+00 4.074680630314640450e-01 8.267664336373258330e-03 -8.384432426047889741e-01 -3.870741790705985452e-01 -4.513690635341904289e-01 6.429488446359188369e-02
2.565368625145617809e+00 4.314611827128782551e+00 4.070834729967780508e-01 8.137306490751172738e-03 -8.385260046761254804e-01 -3.873700044961555511e-01 -4.511560001799699293e-01 6.378599568381437823e-02
2.565520502987376883e+00 4.314290980735735026e+00 4.066991185316570778e-01 8.008004562677013480e-03 -8.386087474052845714e-01 -3.876657806502540882e-01 -4.509429667550304832e-01 6.327718610477639505e-02
2.565672380829135069e+00 4.313970144527480066e+00 4.063149995973706630e-01 7.879758079575711199e-03 -8.386914707903568855e-01 -3.879615075100294463e-01 -4.507299632803274392e-01 6.276845577029799284e-02
2.565824258670893698e+00 4.313649318499904517e+00 4.059311161551021341e-01 7.752566568583293093e-03 -8.387741748294349486e-01 -3.882571850526330137e-01 -4.505169897768019349e-01 6.225980472416892120e-02
2.565976136512652772e+00 4.313328502648906770e+00 4.055474681659790859e-01 7.626429556556249545e-03 -8.388568595206109535e-01 -3.885528132552131253e-01 -4.503040462653978282e-01 6.175123301018470290e-02
2.566128014354411402e+00 4.313007696970380778e+00 4.051640555910476227e-01 7.501346570064426969e-03 -8.389395248619773149e-01 -3.888483920949299955e-01 -4.500911327670473194e-01 6.124274067211732397e-02
2.566279892196169587e+00 4.312686900284176339e+00 4.047808764417874516e-01 7.377316609023775937e-03 -8.390221708516271137e-01 -3.891439226322964129e-01 -4.498782482193307009e-01 6.073432558703428796e-02
2.566431770037928217e+00 4.312366102127252354e+00 4.043979133557487615e-01 7.254334571502664072e-03 -8.391047974876544302e-01 -3.894394144772714839e-01 -4.496653830103829463e-01 6.022596853311146248e-02
2.566583647879687291e+00 4.312045300505629619e+00 4.040151630344320233e-01 7.132399240549436477e-03 -8.391874047681533444e-01 -3.897348694352040788e-01 -4.494525353329492656e-01 5.971766589774518685e-02
2.566735525721445921e+00 4.311724496120478811e+00 4.036326266467943902e-01 7.011510604621054923e-03 -8.392699926912179365e-01 -3.900302868287494618e-01 -4.492397058624684747e-01 5.920941903371901294e-02
2.566887403563204106e+00 4.311403906000867536e+00 4.032506630862727204e-01 6.891762172659267154e-03 -8.393525612549430637e-01 -3.903254668128188221e-01 -4.490270944421242416e-01 5.870162762930541955e-02
2.567039281404963180e+00 4.311083098169431693e+00 4.028685578053940453e-01 6.772966015652705750e-03 -8.394351104574248046e-01 -3.906208070950018540e-01 -4.488143033624229505e-01 5.819349626742109649e-02
2.567191159246721810e+00 4.310762341672591091e+00 4.024867558228383824e-01 6.655238538107811734e-03 -8.395176402967585716e-01 -3.909160599256912283e-01 -4.486015803710673433e-01 5.768552044537611501e-02
2.567343037088480440e+00 4.310441617225520439e+00 4.021052251495021435e-01 6.538570678284921778e-03 -8.396001507710405543e-01 -3.912112430416553877e-01 -4.483889077293851666e-01 5.717766468772977895e-02
2.567494914930239069e+00 4.310120902914245988e+00 4.017239295369325336e-01 6.422952570492909859e-03 -8.396826418783677193e-01 -3.915063765892894398e-01 -4.481762652890782794e-01 5.666988869978883958e-02
